id,tweet,class,Mina,,Sherif,,Mostafa
4424, @Hani__Ali @Sabganol دي بنت ستين وسخه ',neg,,,,,
4427, و من الشباك لارميلك حالي. ',neu,,,,,
4431, وهو انا ينفع انبسط يوم كامل !  _طبعا لا  _طيب ',neg,,,,,
4436, ده انا عايشه عشانك ♡ ',pos,,,,,
4438, @arwaalhaj90 كله هري ... بليل هيبان كل حاجه ',neu,,,,,
4439," ""#الوطن   إنفوجراف   \""""المعونات\"""" الأجنبية والخليجية لمصر في عام 2014 http://t.co/KmyfpbqHNd '",neu,,,,,
4442, #الوطن   إنفوجراف   الزيادة في أسعار 2014 http://t.co/FG3nJUnCwL ',neu,,,,,
4443, إبراهيم محلب رئيس مجلس الوزراء لخالد صلاح: زيادة أسعار تذاكر مترو الأنفاق لن تكون زيادة مطلقة وإنه لابد من الحفاظ على هذا المرفق الحيوى ',neu,,,,,
4445, أعني على نفسك بكثرة السجود !!  تشعر بالتحدي بينك وبين نفسك . ولنا أمل ',pos,,,,,
4448, اكتر حاجة مخليانا مش مرتاحين في حياتنا اننا بنبين حاجة و جوانا حاجة تانيه خالص ',neg,,,,,
4454, @BoSynabil7 لا شاهين بس ',neu,,,,,
4455, قتل المصريين في ليبيا ماهوا الا تصفيه حساب وانتقام من مصر البلد الزي لم يقدر الارهاب بلعبس بهي ',neu,,,,,
4460, @alitamam5959  تحياتي وتقديري علي بك ',pos,,,,,
4467, أسرع سيارة كهربائية عام 2015 #بوابة_المصدر    عنوان التميز #خمسة_لاعبين_تحبهم_من_خارج_فريقك 2 http://t.co/H9yeh1JuV9 ',neu,,,,,
4470, #التريند_اصلا_معمول_لفولورز_رودينا_وبس يلا بقي ولعووها يا فولورز ♥♥1 ',pos,,,,,
4471, احتراف القياده بكل معانيه ..شاهد هذا الفيديو وستراه #بوابة_المصدر https://t.co/gA8oBJ4Nzs #خمسة_لاعبين_تحبهم_من_خارج_فريقك 2 ',neu,,,,,
4477," """"""@ahmedgalal_9 @kareematty لأ ياعم دة يحطلى سم فى الاكل مش ناقصه هى والنبى /0\"""""""""""" '",neg,,,,,
4480, لم يتبقى شيئاً بعد !!!! ',neu,,,,,
4481, يا وليه عيب يا وليه http://t.co/FzTgSo9HuR ',neg,,,,,
4482," ""#الوطن   أكثر من 100 مهاجر يعبرون الأسلاك الشائكة إلى جيب \""""مليلية\"""" الإسباني http://t.co/8FvUuJwVy9 '",neu,,,,,
4484," """"""غِيآبُـگِ ، هُـوَ الشَيءْ الوَحيدْ الذِيْ لَمْ أستَطِعْ تَجآوزَهُ حَتَىْ الآنْ !~"""""""" '",neu,,,,,
4485, #كاظم_الساهر  ﻓﺎﻛﻬﺔ ﺍﻟﺤﺐ   ﺳﻴﺪﺗﻲ:ﻛﻨﺖ ﺃﻫﻢ ﺍﻣﺮﺃﺓ ﻓﻲ ﺗﺎﺭﻳﺨﻲ ﻗﺒﻞ ﺭﺣﻴﻞ ﺍﻟﻌﺎﻡ.ﺃﻧﺖ ﺍﻵ‌ﻥ.. ﺃﻫﻢُّ ﺍﻣﺮﺃﺓ ﺑﻌﺪ ﻭﻻ‌ﺩﺓ ﻫﺬﺍ ﺍﻟﻌﺎﻡ. http://t.co/uEge0uf4ao ',pos,,,,,
4489, @iMahinour_ @Ghadiirr انا مبسوطه :D في تطور ',pos,,,,,
4494, أنا النهارده أكلت كفته وشاورمه وبطاطس وفطير بالسدق وبيتزا وشربت بيبسي وسبريت و3 مرات نسكافيه وشوب عصير قصب :D وكان نفسي ف كريب بس محصلش نصيب ',neu,,,,,
4495, @jermin_ معلش بقي مجتمع معاااااااااق ',neg,,,,,
4497, كرسمس سعيد http://t.co/GvOCg1XYwh ',pos,,,,,
4504, مش بحب ال #MEU خالص مش عارفة ليه  و بسبب كده ممكن فى #Vision يقتلونى xD ',neg,,,,,
4505, البتاع دى بيشتغل ازاى ..انا بش فاهم حاجه ',neg,,,,,
4507, @mostafa_fuzi  ههههههههههههههههههههه لا مفيش داعي لاعتذارات ولا ندمات يا أفندم :)) ',pos,,,,,
4511, _مهما بلغت بك اﻵحزان ·· وتعددت في قلبك الهموم تذكر فقط آن الحياه لحظه  لا تقاس سعادتها إلا ·· بذكر الله واﻹقتراب منه · ',neu,,,,,
4519, @N_B_abdulaziz  العفو ولا شكر ولا حاجة دي حاجة بسيطة ',pos,,,,,
4520, ولاني احبك::: عاد قلبي الي الركض في الغابات مغنيا ولاهثا كغزال صغير متمرد ',neu,,,,,
4523, _ليه تلمح على واحد من بعيد وتشتم فيه ما تعملوا منشن وعرفه يمكن يغير من نفسو بدل ما تتريق عليه ',neg,,,,,
4532, @Lamees_Alhadidi وانتي طيبة دا في حاجات كتير اتحققت من الدعاء بحمد ربنا يالميس لتحقيق دعائي لمصر ولكل الاهل ',pos,,,,,
4534, @YaZamalek ولا لاعب لعب الماتشات ال15 اللاعبين كلهم تغيبوا فى بعض الماتشات ',neu,,,,,
4535, انا نزلت اجيب قلم روترنج من منطقتنا لقيته ب20 جنيه ..ليييييييه بصوت احمد شوبير ',neg,,,,,
4536, الدنيا جارحة و متعبة و ناس بتذاكر O.B متعذبة ',neg,,,,,
4538, دوول الخليج بتتالق فى الكورة واحنا لسة مفيش جمهور ...احا يابلد ',neg,,,,,
4540, ما تيديش حد اكبر من حجمه و ترجع تزعل ',neu,,,,,
4544, سنة حلوه عليكم كل عام وانتم بالف خير       2015 http://t.co/B6FoLuW0e0 ',pos,,,,,
4546, مدخلنيش في ام تفاصيل يا مدحت ',neg,,,,,
4547, رجعت الشتويه ....... ',neu,,,,,
4548, اللي نحبه ميحبنااش واللي يحبنااا منحبوش !! ',neu,,,,,
4549, المباراة القادمة الليغا  الاحد 4 يناير 2015 فالنسيا vs ريال مدريد  7:00 مساءً بتوقيت مكة beinsport hd2  هلا مدريد. #HalaMadrid ',neu,,,,,
4551, شكرا يا الله ..   لانك تقبلني بكل سوئي وزلاتي و تقصيري  لانك تعدرني و دائما تعطيني  لانك ربي الرحمن الرحيم ❤️❤️ ',pos,,,,,
4552, @Nawalll11 كل تيارات الاسلام السياسى لم تقاتل اى استعمار اوربى للعالم الاسلامى ولا حتى اسرائيل حاليا لم تقاتل الا بنى دينها وبنى عروبتها ',neu,,,,,
4554, @hossamadel77 طبعا مهم .. يارب تكمل على خير ',pos,,,,,
4560, #الوطن   المؤبد لـ 24 من كوادر الإخوان بتهمة حرق قسم القرين بـ #الشرقية  http://t.co/1HV4aBXXAt ',neu,,,,,
4561, انا مش هاوي عذاب ',neu,,,,,
4563, اربعة اصفار في الساعة وبداية يوم جديد في حياة منتهية . ',neu,,,,,
4564," ""و مع دقات ساعة حائط منزلنا ببداية اخر يوم في السنة ...... انا رسميا بقيت رشيد \""""عديت سن الرشد \"""" اخيرا :D #يوميات_جيمي '",neu,,,,,
4570, و اذا كنت راجل ما تزعل الا من راجل ',neu,,,,,
4571, @saqran61 للأسف أنا لا أملك نوعية الأصدقاء المهتمين بسماع مشاكل الغير ... فقط الجأ الي الله في كل صلاة و أكتفي بالدعاء ',neu,,,,,
4576, @AdhamPogo بس يا بضان ',neg,,,,,
4577, @AhmedSameeh1 خخخخخخ كسمين ام اسى ميلن فرقه خره ',neg,,,,,
4580, مستنى حاجه تفرحنى ! ',neu,,,,,
4582, @GonasAli عيال متعرفش مصلحتها فين ',neg,,,,,
4583," ""#الوطن   وزير الشباب: #السيسي اقترح الاستعانة بـ\""""الأولتراس\"""" لافتتاح #قناة_السويس http://t.co/W4qwOgvKwz '",neu,,,,,
4585, @HamzaMohamed83 ظهر مؤمن رابع بيشيش فى احدى كافيهات المهندسين ',neu,,,,,
4588, عن الحسن قال: سمعت أبا هريرة يقول: قال رسول الله صلي الله عليه و سلم:  «من قرأ يس في ليلة أصبح مغفوراً له». http://t.co/hXNbhiZL1P ',neu,,,,,
4590, أمريكا داخله مجلس الأمن عشان تعمل الفيتو ! ',neu,,,,,
4592, @menayasser الملافظ سعد يا منونة ..... استهدي بالله يخربيتك =)) ',neg,,,,,
4595, لما تكون بتتكلم مع حد و يرود عليك متأخر ..  اعرف ان فيه ناس تانية اهم منك ',neu,,,,,
4599, @sl_889 بنت خالي واختي هما صندوق اسراري ',neu,,,,,
4600, إن الله يحكم ما يريد.... ~المائدة ',neu,,,,,
4604, ما تجوم تطمن على #مؤمن .. #مؤمن_زكريا  في #الزمالك ان شاء الله #مؤمن_تحت_السيطرة_الزملكاوية @SarahAbdelbaky1 http://t.co/Qmd9ZXUNjZ ',neu,,,,,
4614, الحضن *قشعرة* ',neu,,,,,
4616, نفس الفيلم بيتعاد✋ ',neu,,,,,
4617, انا هنام بدري انهارده عشان موريش حاجة بكره و انام كتير بقى ما انا كده كده هسقط. ',neg,,,,,
4619, الحريم كائنات نكدية بالفطرة ..وبيجيبوا الغم لنفسهم ',neg,,,,,
4629, @Salsoul221 الحمدلله على كل حال وربنا يصبرنى على اليومين الجايين دول .. دعواتك ',pos,,,,,
4633, @SalyAhmed786 اجى اركب عليكى من ورا و احطه جواكى يا شرموطه ',neg,,,,,
4634," """"""الله هومالك الضر والنفع ، وأنه المتصرف في خلقه بما يشاء ، لا معقب لحكمه ، ولا راد لقضائه سبحانه لا اله الا هو http://t.co/0PWq9DlZ1X"""""""" '",neu,,,,,
4637, يا رب اشفى كل مريض قولو امين ',neu,,,,,
4641, @RyanAmina كل عام وانتي الي الله اقرب ^^ ',pos,,,,,
4644, @2ff72ab79b474bf هذي حقول نفط ليبيا تحترق ',neu,,,,,
4645, الواد حالته صعبه .. الحقوه يخوانا ',neg,,,,,
4648, الأطفال ليهم الحق فـ رأيهم السياسي .. أصل لما طفل يبقى صاحبه معتقل او شهيد اكيد مش هيسكت .. ',neu,,,,,
4649, آخر ليآلى ديسمبر 2014 ',neu,,,,,
4656, اختصار الحياة بحديث قدسي https://t.co/j8pasqtRTj ',neu,,,,,
4658, بالنظر للبروجرس إلي وصلتله بالنسبة للوقت إلي قعدته نقدر نستنتج بسهولة إني ممكن حتى لو طبقت مالحقش أخلص. ',neu,,,,,
4665, اشعر  بأسي لتواجد خارج بلادي هذه المدة . ظروف السفر حالت بيني وبينكم . كم اشتاق لكم وكم اشتاق لكلي ﻟﻴﺒﻴﺎ #مصراتة_تحرق_ﻟﻴﺒﻴﺎ ',neu,,,,,
4678, ريسنا طلب من وزيرالشباب تنفيذ دخلة الاولتراس فى احتفالات افتتاح القناة لاعجابة بها :)) دماغ برضة...يحتويهم ويحول سلبياتهم لايجابيات #عفارم ',pos,,,,,
4679," """"""حاولت : ﺃﻭﺿّﺢ ﻟﻚ ﻭ ﺍﻟﻤﺢ ، ﻭ ﻻ ﻓـﺎﺩ ﺗﻌﺎﻝ ، ﻭ ﺇﺳـﻤـﻊ ﺁﺧـﺮ ﻣﺤـﺎﻭﻻتي  ﻳﺎﻣﻌﺘﺒﺮﻧﻲ ) ﺻﺎﺣﺒﻜــــ ( ﺇﺣﺬﻑ ﺍﻟﺼﺎﺩ ﻭﺗﻌﺮﻑ ﺃﻧﺎ ﻭﺵ ﻣﻌﺘﺒﺮﻙ ﺑـ ﺣﻴـﺎﺗﻴــــ ؟"""""""" '",neu,,,,,
4683, @MagdaMagda033 تعالى اقعدى على زوبرى كله ف طيزك يا منيوكه ',neg,,,,,
4685, @SAMIAHMED902YAH وانت طيب سامي وبالخير عليك ',pos,,,,,
4687, اليوم خسر الإنتر امام باريس 1-0 و فاز ال #ميلان الكبير علي #ريال_مدريد الصغير بي ال4 ',neu,,,,,
4690, حاجة حلوة لما تلاقي حد عارف أنت بتحب أيه و مبتحبش أيه ',pos,,,,,
4695, الله يمسي خاطرك بالسعاده يامسعدٍ قلبي بحلو السواليف يامن على قلبي خذيت السياده الحظ جابك بالمحبه على الكيف ',pos,,,,,
4708, @amalalfahadx @Shosho1998alkon عييييب على كل عربي انو اسرائيل قبلنا مش عالفلسطينية بس يا فهمانة ',neg,,,,,
4709, @MohammedAssaf89 @IbrahimAlalami كل عام وانت بالف خير ينعاد عليك و ع فلسطين وع كل البلدان بالخير والمحبة والسلام 442 ',pos,,,,,
4711, @AmiraaSG بس دا ميمنعش إنى بعشق ال fireworks  فى اسكندرية ',pos,,,,,
4712, من اغرب مقتطفات 2014 انى محستش بالسقعة ابدا ومش تقلت فى الهدوم  نهائى ولا جالى برد !! ',neu,,,,,
4713, @Sara_Aaziz مش عندك امتحان بكرة اقفلي و ذكري يلا ',neu,,,,,
4716," """"""المواد اللي بندرسها في الكلية تنفع شتيمة، يعني أقول لواحد بس يلا يا بتاع البرولوج بس يلا يا بتاع البراليل سيستم والذكاء الإصطناعي والخرة ده."""""""" '",neg,,,,,
4720, ي رب تتحقق أماني كل الامه العربية والإسلامية http://t.co/0sRiZ78vyi ',pos,,,,,
4721, على سبيل الصياعة انا نزلت اقعد مع اصحابى فى 2014 روحت البيت فى 2015   #سنه_جديده_2015 ',neu,,,,,
4722, انا شارب انهاردة 2 ليتر ميرندا تفاااح .. طبعاً غير الاكل اللى واكله .. فانا بقيت عامل زى البلونة كده بظبط ',neu,,,,,
4725, كان نفسي تبقي بداية حلوة بس ايه بقي ',neg,,,,,
4727, استغفر الله و اتوب إليه ',neu,,,,,
4729, اول حاجه احطها فى بوقي فى السنه الجديده اكتر حاجتين بحبهم سجاير و جبنه :D ',neu,,,,,
4731, @A7mdFr7at ربنا يصلحلك امورك ويبعد عنك الشر يا عم انت يا عم انت ^^ ',pos,,,,,
4736, @nehadhesham14  كل سنه و انتى طيوبه ',pos,,,,,
4744, @HamzaMohamed83 ربنا ميرحمنيش من صحابى و اهلى ',pos,,,,,
4746, اول تغريده في عام2015 http://t.co/lr13J3ataM ',neu,,,,,
4750, فيديو يخليك تبتسم فعلا والله :D ',pos,,,,,
4751, @nrmeen_moustafa حبيبتى ',pos,,,,,
4758, تعال شوف دموعى الى انت السبب فيها دلوقتى ',neg,,,,,
4759, @inasonly كل سنة و انتى طيبة يا ايناس :) ',pos,,,,,
4760," ""@kfourywael عشان هيك قررت \""""فرجيك\"""" اني بحبك .. أحلى من الحكي .. '",pos,,,,,
4769, ومش هتعرف تتعامل مع الوسخ غير لما تبقي اوسخ ف التعامل منه !! ',neg,,,,,
4770, ناس مجرد مفتكرها بكون سعيد #عمرو_دياب ',pos,,,,,
4772, @D1J_LFC أنا عندي دلائل أخي لا أتكلم من الفراغ ',neu,,,,,
4773, كنت اقول ان ما عندي شي يذكر ف سنة 2014 .. لكنها عرّفتني و جمعتني بناس اسأل الله ان يجمعني بهم العمر كله ❤ ',pos,,,,,
4774, كيف تحتفلون بأعياد النصاري و أمتكم مهتوك عرضها في كل مكان ؟!! :( ',neg,,,,,
4776, خراب يا دنيا خراب يا دماغي . ',neg,,,,,
4777, @anaroro5555 @MrHussien49 @Larrybirdmemey @mamasosy @mohammadjeddah كل عام وانت ومن تحبين والمصريين والناس كلهااااا بالف خيرسنه سعيده للجميع ',pos,,,,,
4782, البعد عمره ما كان سفر لمكان بعيد و القرب عمره ما كان فى ناس موجودة جمبى.  #AmrDiab2015 ',neu,,,,,
4789, اللهم أرزقني نعمه يعجز عنها شكري ',pos,,,,,
4792, @Brahim____  فك الله اسرك ',pos,,,,,
4795, من عامل الناس على لون اوجنس اوعرق بدلت حسناته بسيئات وذهبت  اعماله لغير الله ',neu,,,,,
4798, @efc09598a012432 اهلا بك محمد باشا الجلاء منور يا الغالي ',pos,,,,,
4804, يا زمن بالقصص المنسية .. او بالاحلام الوردية #جوليا ',neu,,,,,
4809, @Eman___Sh @adil_jammal الصور كلها لجمهور شريهان ومش من حق اى حد يتكلم عن الحقوق لان شريهان هى اللى عملتها مش احنا ',neu,,,,,
4811," ""#الوطن   شعبان عبدالرحيم: \""""لو #الجيش المصري طلبني هتطوع.. ومحبش حد يزعل بلدي\"""" http://t.co/3gusXCOG7l '",neu,,,,,
4812, ليكس لادارة الفنادق عموم التوريدات تطلب انسات علاقات عامة للعمل بالغردقة وشرم الشيخ مرتبات.. https://t.co/i5iAHYhvVp #مصر #الاسكندرية ',neu,,,,,
4817, @muhamsalah صباحك  ود  وصفاء ',pos,,,,,
4818, @Eman___Sh @adil_jammal لا ساعات مش بكتب اسمى اصلا ولا اى اسم علشان اى حد يخدها ',neu,,,,,
4819, @MMSBy.  &lt;3 وربنا كده كتيرررر ',neg,,,,,
4825, توقعاتي لهذا العام: أمنياتي ستكون أكثر احترافية. ',pos,,,,,
4829, @yasmology اشهد ان لااله الا الله ',neu,,,,,
4830, @asmaahadad_ali كل سنه وأنتم بخير وسعاده يارب ',pos,,,,,
4831," """"""الحنية طب فين هي ابكي يا قلبي علي الحنية، هي الدنيا جرا فيها ايه، حتي الناس صبحت مش هي."""""""" '",neu,,,,,
4832, اللهم اعنى على ذكرك وشكرك وحسن عبادتك ',neu,,,,,
4834, كل الناس الأعرفهم بفكر فيهم بليل ',neu,,,,,
4837, ماتت بمحراب عينيكى ابتهاﻻتى ',neu,,,,,
4847, كل سنه وانتوا طيبين وان شاء الله تكون سنة ',pos,,,,,
4852, انا مكانى مش فى مصر ',neu,,,,,
4855, لا حياتي هي حياتي.. ولا قلبي اصبح قلب ',neu,,,,,
4858, آللّهُمَّ صّلِ وسَلّمْ عَلۓِ سَيّدنَآ مُحَمد ﷺ ',neu,,,,,
4861, @sherihanshal #بحبك وهذا يكفينى ❤️ ',pos,,,,,
4862, @asmaahadad_ali آمين يارب.. تكون دعوه مستجابه مع بداية عام جديد ',pos,,,,,
4864," ""{هو الله الخالق البارئ المصور له الأسماء الحسنى يسبح له ما في السماوات والأرض وهو العزيز الحكيم} [الحشر:24] http://t.co/LDyjdxOPzi\"""" '",neu,,,,,
4869, كان يحرث مابعوه ',neu,,,,,
4870, @shereen_hussenوهناك أحلام تحطّمت  وقلوب انجرحت وانكسرت وخيبات أمل وآمال وجرح ادمى ولم يُشفى ',neu,,,,,
4871, @taxi_only لسه فاضلى جزء فى الحث و بعدين هدخل على الكلاسيكية عشان بناخد حصة شرح و حصة مسائل ☺ ',neu,,,,,
4872, صباح الفل...صباح الابتسامه....اجعلها سنة بتضحك يا كريم http://t.co/SUyCZRROjV ',pos,,,,,
4874, #العام_الجديد  ادعولي بالشفاء جزاكم الله خير ',pos,,,,,
4880, @ranasamaha9t @hayat_alsahir هابى بيرث دااااااااااااااااااااااى  سنة سعيدة يارب ',pos,,,,,
4883," """"""@horyagana ان شاء الله ، النصر من عند الله والظلم مهما طاااااااااااال لابد من حلول العدل وأنتصار العدل والحق في النهاية هي دي قاعده المسلم"""""""" '",pos,,,,,
4889, يا سلام علي الدنيا وحلوتها في عين العشـق #أم_كلثوم. ',pos,,,,,
4890, @ch_cake الل يعجبك يعجبنا ياافندم ',pos,,,,,
4892, @kamalshymaa @soooo_soooo_64 الله رووووووووووعه ',pos,,,,,
4894," ""مـانيب من يتـبع ركـاب المـقفين  حتى ولو ادفـع .. ثمنها حـياتي  من صد عني ماسألته على وين ابقى عزيز وعز نفسي غناتي.  راقت لي\""""”\"""" '",neu,,,,,
4897, @KingMbrouk1516 @yassminyaso2 ياااااااااااااااااااااااااااااارب أنصر كل مظلوم ',pos,,,,,
4898, ليه تسكتى زمن...اتكلمى ليه تدفعى وحدك التمن...اتكلمى ',neu,,,,,
4899, ﻧﻄﻮﻱ ﺳﻨﻪ ﻣﺮﺕ ﺑها ﻫﻤﻮﻡ ﻭﺁﻓﺮﺍﺡ ﻭﻧﺒـﺪﺁ ﺍﻟﺴﻨﻪ ﻫـﺬﻱ ﻋﺴﺂﻫﺎ ﺳﻌﻴـﺪﻩ ﺟﻌﻞ ﺍﻟﻬﻤﻮﻡ ﺍﻟﻠﻲ ﻣﻦ ﺍﻟﻌﺂﻡ ﺗﻨﺰﺍﺡ ﻭﻧﻠﻘﺂ ﺍﻟﺴﻌﺂﺩﻩ ﻓﻲ ﺳﻨﺘﻨﺂ ﺍﻟﺠﺪﻳﺪﻩ          - ❤️ ',pos,,,,,
4912, @safaaelbana رحاب مين بس هههههههههههههههههههه #MinaAttaKingdom مينا عطا ده رائع بس خفة دم سراج تعمل شغل جامد ',pos,,,,,
4914," ""وأرجع تانى وأقولك الله يخليك :\"""") '",pos,,,,,
4922, الضي جآء و كل الشكر و تقدير لرجال كهربآء وحق ربي انكم رجاله و بارك الله فيكم و اجركم حاصل ان شاءلله   شكرآ ',pos,,,,,
4923, بس القعدة مع الصحاب بالدنيا ♥ ',pos,,,,,
4924, ربنا يكون فى عون الناس بتاعت روسيا ',neu,,,,,
4936, مَن يُحِبُكَ لا يؤذيك لا يُهْمِلُك ولا يجرَحُكَ بـ فِعل أو كَلِمَة..! ',neu,,,,,
4942," """"""أبني تهدي، للبر أشد للغريق تشدي ✋"""""""" '",neu,,,,,
4950, @aGad_ أن الله غفوراً رحيم ',neu,,,,,
4960, @MarwaF_ الله اكبر..!! ',pos,,,,,
4969, فيه ناس مجرد ما بنشوف الفرح فى عيونهم بننسى الدنيا وما فيها ',pos,,,,,
4976, بخاف من مسلسل ريا وسكينة ده مرعب ',neg,,,,,
4982, الديمقراطية هي حكم اللي يغلب من ولاد الكلب ',neg,,,,,
4983, @youm7 لو شافوا الهلع والرعب ف العيون وع الوجوه والجري والصرخات رجاله وشباب وستات في قلب مصر الجديدة ليلتها كانوا طالبوا باعدام المجرمين ',neg,,,,,
4990," ""#الوطن   رغم انفجار قنبلة.. سكان الهرم يحتفلون #برأس_السنة في \""""#كايرو_مول\""""  http://t.co/ruEvGvnE1N '",neu,,,,,
4997, هههههه سررررراج بجد فصلنى ضحك يخربيتك #MinaAttaOnDreamTwo ',pos,,,,,
5000, اللهم في هذه الليلة المباركه يسر لنا أمورنا واحفظ بلادنا واجعل من عبادك الصالحين الشاكرين ',pos,,,,,
5003, https://t.co/vou0nYCgDS أصعب احساس في الدنيا.... ',neg,,,,,
5004, @Eslameid14 اوساخ والله انا كنت جاي ',neg,,,,,
5007, و نشكر ربنا على الحاجات الصغيرة الي بعتهالنا في وقتها &lt;3 ',pos,,,,,
5008," ""يا كمياا اتلمى بقاا  :\""""D '",neg,,,,,
5010, حسبى الله ونعم الوكيل فى البلد الوسخة دى وفى اللى ماسكينها وعمرها ما هتنضف ابدا  اطهر ما فيكى بيموت ',neg,,,,,
5011," ""#الوطن   #جنوب_سيناء تشارك في مبادرة \""""ارسم مستقبلك \""""  http://t.co/km4qPHQll4 '",pos,,,,,
5017, السنة مبلشة ثقيلة #streetphotography #blackandwhite @ البدوي   أشرفية http://t.co/aZi8XGSgNI ',neg,,,,,
5018, العيون تحكي ما لا يُقال ',neu,,,,,
5021, دة انت الحلم اللى نفسي يكمل و يبقى حقيقة ♥ ',pos,,,,,
5029, عام #2014  ... شكرا ... روح لامك ! سنه كانت مفكرا نفسها GTA ! ',neg,,,,,
5030, @Mrim_AZ  البت لونها حلو اوووى ',pos,,,,,
5032, السنين بتفوت وانا واقف مكانى ',neg,,,,,
5037, #نصيحة  لا تطفئ النار ...........بالنار ',neu,,,,,
5038, الهدف من الترند اننا نعرف الناس اللي متعرفش مينا هو مين وننشر حساباتو يلا نعمل كدة مش نعمل تويت كلام بس بليز #MinaAttaOnDreamTwo  مينا عطا ',neu,,,,,
5041, لولا الأمل في الغد لما عاش المظلوم حتى اليوم. ',pos,,,,,
5048, #نطالب_تمريات_برعاية_هيثم_العبدالله  @Tmreyat نأمل من سيادتكم رعايه المتسابق هيثم العبدالله مبدع وحافظ لكتاب الله جزيتم خيرا    : : : : : ',neu,,,,,
5056, ان اللبيب من الإشارة يفهم http://t.co/ettXB5YyHh ',neu,,,,,
5057, من أين لك كل هذا البرود. ',neg,,,,,
5058," """"""الثقة بالله أزكى أمل، والتوكل عليه أوفى عمل"""""""" '",pos,,,,,
5059, وطني ستظل أنت عشقي الأول   #مصر  اللهم اجعل اجازتي سالمة في مصر ',pos,,,,,
5063, شفت السما فوقك  تخيل مداها بنجومها بأجرامها  باللي فيها  واللي خلقها من عدم  واحتواها اني  احبك  حب غطى  عليها ',pos,,,,,
5066, @_YRZ1 الديانة الطاهرة النقية عند الله الآب هي هذه افتقاد اليتامى والارامل في ضيقتهم وحفظ الانسان نفسه بلا دنس من العالم ',neu,,,,,
5073, اللهم ابطل اثرعين حاسدة اصابت قلبافاحزنته واصابت زوجين ففرقتهماواصابت ولدا فافسدته واصابت جسدا امرضته واصابت جمالا فشوهته انك علي كل شئ قدير ',pos,,,,,
5076, ميدو: لن أدرب الزمالك هذا الموسم تحت أي ظرف: http://t.co/TNdmhdpvRU via @midoahm #Zamalek  #باتشيكو_هرب  #باتشيكو  #زمالك #الزمالك ',neu,,,,,
5080, - ملعونها سذاجه ',neg,,,,,
5083," ""#اسامه_فقيه الف مبروووك لجمهورالعرررين وفريق دعم العرين  باقي لنا جلمود صخر والدعم باذن الله نجيبها @YasserFaageeh @faqeeh2011\"""" '",pos,,,,,
5085, محدش حاسس بحد .. كله بيقول يلا نفسى. ',neg,,,,,
5088, @Yousef_Hedia مفيش ارجل منك يا اخويا ربنا يخلينا لبعض و يخلينا دايما مع بعض على المره قبل الحلوه ',pos,,,,,
5089, عرفت اللي فيها عنيه بآن عاليها إنو يا قلبي ما حبنيش .. حجات عشنا فيها وعشمنا بيها وأخرتها ايه طلعت مفيش . ',neg,,,,,
5090, @Moda_wahab . فهو يبحث عن الحب بالفطرة ما الامتنان .. لسه بقول ليك الامتنان هو الوعي المرتبط بالمادة والقواعد علی حد قولك ',neu,,,,,
5095, يسرقون رغيفك ثم يعطوك منه كسرة .. يا لوقاحتهم .. ويا لهطل أمك http://t.co/QHBWWi5K9q ',neg,,,,,
5096, https://t.co/mOh9uTWAQX دة فيديو ياسمين كانت بتعملو لمعايدتكو اسمعوة يلا  #HBDDoaaElSebaii ',pos,,,,,
5097, @sarahesham3 يا ديني دي كانت ايام سوووووووووووووووووده :D:D ',neg,,,,,
5099, @haneenaldabet1 رحمه الله عليهم ويدخلهم فسيح جناته يا ارحم الرحمين ',pos,,,,,
5101, مادة ما بتنفهم ولا بندرس لليش هيّه !!! ',neg,,,,,
5102, https://t.co/mOh9uTWAQX واااااااااااااو تحفة فيديو فانزك بيعيدك يا دعاء #HBDDoaaElSebaii ',pos,,,,,
5107, @dieaakh كل سنة و انت سالم ظوظو بيك و ينعاد عليك بصحة ',pos,,,,,
5113, الحمدلله انا بطلت اسب الدين ',pos,,,,,
5117, @medomounib @salmabmw22 مستنين نسمع رنا ومبسوطين انها بتشتغل مع منتج محترم زى حضرتك وان شاء الله السونج والكليب يكسر الدنيا ',pos,,,,,
5118, ولكن الآن في المسيح يسوع انتم الذين كنتم قبلا بعيدين صرتم قريبين بدم المسيح. http://t.co/AjBX27Qpia ',neu,,,,,
5121, بقالي فترة كبيرة مش بتويت والله يا جدعان استحملوني شوية ',neu,,,,,
5122, @Khairy_Ramadan  وحضرتك طيب وبألف خير استاذ خيرى امتعتنا بحلقة اسعاد يونس كانت اكثر من رائعه ',pos,,,,,
5124," """"""اكره فريد الأطرش ، لإن \""""الحياة حلوة ، بس نفهمها\"""""""""""" '",neg,,,,,
5125, @RevanNos7y  منا خدت بالي بس هي حلوة  فعلا بس انا مش ميال  ليها  انا اصلا بحب المانفسيتو اوي و اقوي من ويسترن يونيون بس انا بحب ويسترن اكتر ',pos,,,,,
5126, #قل_كلمة_حلوة_في_العام_الجديد يارب ارحمني واغفرلي كثرة ذنوبي ',pos,,,,,
5128," """"""و اللي بحكيلي \""""الحياة حلوة\"""" سأقتله ، لأريه ان الموت احلى"""""""" '",neg,,,,,
5133," """"""قال أبو الحسن المزين : الذنب بعد الذنب عقوبة الذنب ، والحسنة بعد الحسنة ثواب الحسنة .”"""""""" '",neu,,,,,
